Nacional;Comunidades y Ciudades Autónomas;Causa de muerte (capítulos de la 10ª revisión de la CIE);Tipo de indicador;Sexo;Total
Total Nacional;06 Cantabria;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;87,02
Total Nacional;06 Cantabria;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Hombres;10,57
Total Nacional;06 Cantabria;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Mujeres;9,33
Total Nacional;06 Cantabria;Trastornos mentales y del comportamiento;Nº de APVP;Hombres;275,00
Total Nacional;06 Cantabria;Trastornos mentales y del comportamiento;Nº de APVP;Mujeres;135,00
Total Nacional;06 Cantabria;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Hombres;1,48
Total Nacional;06 Cantabria;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Mujeres;1,34
Total Nacional;06 Cantabria;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Hombres;86,37
Total Nacional;06 Cantabria;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;39,40
Total Nacional;06 Cantabria;Trastornos mentales y del comportamiento;Nº medio de APVP;Hombres;8,59
Total Nacional;06 Cantabria;Trastornos mentales y del comportamiento;Nº medio de APVP;Mujeres;8,44
Total Nacional;06 Cantabria;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Hombres;422,50
Total Nacional;06 Cantabria;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Mujeres;430,00
Total Nacional;06 Cantabria;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Hombres;2,28
Total Nacional;06 Cantabria;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Mujeres;4,25
Total Nacional;06 Cantabria;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Hombres;140,38
Total Nacional;06 Cantabria;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;128,98
Total Nacional;06 Cantabria;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Hombres;10,83
Total Nacional;06 Cantabria;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Mujeres;8,96
Total Nacional;06 Cantabria;Enfermedades del sistema circulatorio;Nº de APVP;Hombres;3.512,50
Total Nacional;06 Cantabria;Enfermedades del sistema circulatorio;Nº de APVP;Mujeres;1.222,50
Total Nacional;06 Cantabria;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Hombres;18,92
Total Nacional;06 Cantabria;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Mujeres;12,10
Total Nacional;06 Cantabria;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;1.123,60
Total Nacional;06 Cantabria;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;362,40
Total Nacional;06 Cantabria;Enfermedades del sistema circulatorio;Nº medio de APVP;Hombres;11,52
Total Nacional;06 Cantabria;Enfermedades del sistema circulatorio;Nº medio de APVP;Mujeres;9,78
Total Nacional;06 Cantabria;Enfermedades del sistema respiratorio;Nº de APVP;Hombres;1.085,00
Total Nacional;06 Cantabria;Enfermedades del sistema respiratorio;Nº de APVP;Mujeres;811,50
Total Nacional;06 Cantabria;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Hombres;5,85
Total Nacional;06 Cantabria;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Mujeres;8,03
Total Nacional;06 Cantabria;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;359,74
Total Nacional;06 Cantabria;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;290,44
Total Nacional;06 Cantabria;Enfermedades del sistema respiratorio;Nº medio de APVP;Hombres;8,89
Total Nacional;06 Cantabria;Enfermedades del sistema respiratorio;Nº medio de APVP;Mujeres;11,12
Total Nacional;06 Cantabria;Enfermedades del sistema digestivo;Nº de APVP;Hombres;1.215,00
Total Nacional;06 Cantabria;Enfermedades del sistema digestivo;Nº de APVP;Mujeres;357,50
Total Nacional;06 Cantabria;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Hombres;6,55
Total Nacional;06 Cantabria;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Mujeres;3,54
Total Nacional;06 Cantabria;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;377,69
Total Nacional;06 Cantabria;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;102,68
Total Nacional;06 Cantabria;Enfermedades del sistema digestivo;Nº medio de APVP;Hombres;13,50
Total Nacional;06 Cantabria;Enfermedades del sistema digestivo;Nº medio de APVP;Mujeres;8,72
Total Nacional;06 Cantabria;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Hombres;7,50
Total Nacional;06 Cantabria;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Mujeres;5,00
Total Nacional;06 Cantabria;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Hombres;0,04
Total Nacional;06 Cantabria;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Mujeres;0,05
Total Nacional;06 Cantabria;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;2,60
Total Nacional;06 Cantabria;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;1,38
Total Nacional;06 Cantabria;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Hombres;2,50
Total Nacional;06 Cantabria;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Mujeres;2,50
Total Nacional;06 Cantabria;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Hombres;102,50
Total Nacional;06 Cantabria;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Mujeres;114,50
Total Nacional;06 Cantabria;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Hombres;0,55
Total Nacional;06 Cantabria;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Mujeres;1,13
Total Nacional;06 Cantabria;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;31,52
Total Nacional;06 Cantabria;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;59,03
Total Nacional;06 Cantabria;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Hombres;14,64
Total Nacional;06 Cantabria;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Mujeres;19,08
Total Nacional;06 Cantabria;Enfermedades del sistema genitourinario;Nº de APVP;Hombres;110,00
Total Nacional;06 Cantabria;Enfermedades del sistema genitourinario;Nº de APVP;Mujeres;27,50
Total Nacional;06 Cantabria;Enfermedades del sistema genitourinario;Distribución por capítulos de la CIE;Hombres;0,59
Total Nacional;06 Cantabria;Enfermedades del sistema genitourinario;Distribución por capítulos de la CIE;Mujeres;0,27
Total Nacional;06 Cantabria;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Hombres;34,84
Total Nacional;06 Cantabria;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;7,74
Total Nacional;06 Cantabria;Enfermedades del sistema genitourinario;Nº medio de APVP;Hombres;6,88
Total Nacional;06 Cantabria;Enfermedades del sistema genitourinario;Nº medio de APVP;Mujeres;3,06
Total Nacional;06 Cantabria;Embarazo, parto y puerperio;Nº de APVP;Hombres;..
Total Nacional;06 Cantabria;Embarazo, parto y puerperio;Nº de APVP;Mujeres;..
Total Nacional;06 Cantabria;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Hombres;..
Total Nacional;06 Cantabria;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Mujeres;..
Total Nacional;06 Cantabria;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;..
Total Nacional;06 Cantabria;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;..
Total Nacional;06 Cantabria;Embarazo, parto y puerperio;Nº medio de APVP;Hombres;..
Total Nacional;06 Cantabria;Embarazo, parto y puerperio;Nº medio de APVP;Mujeres;..
Total Nacional;06 Cantabria;Afecciones originadas en el periodo perinatal;Nº de APVP;Hombres;..
Total Nacional;06 Cantabria;Afecciones originadas en el periodo perinatal;Nº de APVP;Mujeres;..
Total Nacional;06 Cantabria;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Hombres;..
Total Nacional;06 Cantabria;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Mujeres;..
Total Nacional;06 Cantabria;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Hombres;..
Total Nacional;06 Cantabria;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;..
Total Nacional;06 Cantabria;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Hombres;..
Total Nacional;06 Cantabria;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Mujeres;..
Total Nacional;06 Cantabria;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Hombres;135,00
Total Nacional;06 Cantabria;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Mujeres;97,50
Total Nacional;06 Cantabria;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Hombres;0,73
Total Nacional;06 Cantabria;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Mujeres;0,96
Total Nacional;06 Cantabria;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;47,58
Total Nacional;06 Cantabria;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;38,06
Total Nacional;06 Cantabria;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Hombres;33,75
Total Nacional;06 Cantabria;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Mujeres;19,50
Total Nacional;06 Cantabria;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Hombres;1.040,00
Total Nacional;06 Cantabria;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Mujeres;282,50
Total Nacional;06 Cantabria;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Hombres;5,60
Total Nacional;06 Cantabria;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Mujeres;2,80
Total Nacional;06 Cantabria;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Hombres;382,45
Total Nacional;06 Cantabria;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;93,00
Total Nacional;06 Cantabria;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Hombres;27,37
Total Nacional;06 Cantabria;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Mujeres;14,87
Total Nacional;06 Cantabria;Causas externas de mortalidad;Nº de APVP;Hombres;2.517,50
Total Nacional;06 Cantabria;Causas externas de mortalidad;Nº de APVP;Mujeres;532,50
Total Nacional;06 Cantabria;Causas externas de mortalidad;Distribución por capítulos de la CIE;Hombres;13,56
Total Nacional;06 Cantabria;Causas externas de mortalidad;Distribución por capítulos de la CIE;Mujeres;5,27
Total Nacional;06 Cantabria;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;923,96
Total Nacional;06 Cantabria;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;169,94
Total Nacional;06 Cantabria;Causas externas de mortalidad;Nº medio de APVP;Hombres;24,44
Total Nacional;06 Cantabria;Causas externas de mortalidad;Nº medio de APVP;Mujeres;16,14
Total Nacional;07 Castilla y León;Enfermedades infecciosas y parasitarias;Nº de APVP;Hombres;1.702,50
Total Nacional;07 Castilla y León;Enfermedades infecciosas y parasitarias;Nº de APVP;Mujeres;1.000,00
Total Nacional;07 Castilla y León;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Hombres;2,38
Total Nacional;07 Castilla y León;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Mujeres;2,62
Total Nacional;07 Castilla y León;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Hombres;133,88
Total Nacional;07 Castilla y León;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;77,13
Total Nacional;07 Castilla y León;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Hombres;11,13
Total Nacional;07 Castilla y León;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Mujeres;11,36
Total Nacional;07 Castilla y León;Tumores;Nº de APVP;Hombres;28.522,50
Total Nacional;07 Castilla y León;Tumores;Nº de APVP;Mujeres;19.657,00
Total Nacional;07 Castilla y León;Tumores;Distribución por capítulos de la CIE;Hombres;39,83
Total Nacional;07 Castilla y León;Tumores;Distribución por capítulos de la CIE;Mujeres;51,48
Total Nacional;07 Castilla y León;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Hombres;2.136,14
Total Nacional;07 Castilla y León;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;1.542,30
Total Nacional;07 Castilla y León;Tumores;Nº medio de APVP;Hombres;11,24
Total Nacional;07 Castilla y León;Tumores;Nº medio de APVP;Mujeres;13,49
Total Nacional;07 Castilla y León;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Hombres;135,00
Total Nacional;07 Castilla y León;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Mujeres;245,00
Total Nacional;07 Castilla y León;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Hombres;0,19
Total Nacional;07 Castilla y León;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Mujeres;0,64
Total Nacional;07 Castilla y León;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;10,39
Total Nacional;07 Castilla y León;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;20,12
Total Nacional;07 Castilla y León;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Hombres;13,50
Total Nacional;07 Castilla y León;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Mujeres;12,25
Total Nacional;07 Castilla y León;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Hombres;2.172,50
Total Nacional;07 Castilla y León;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Mujeres;1.181,50
Total Nacional;07 Castilla y León;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Hombres;3,03
Total Nacional;07 Castilla y León;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Mujeres;3,09
